COUNTRY_OF_ASYLUM,RETURN_DATE,ORIG_PROV_NAME,ORIG_DIST_NAME,DESTINATION_PROV_NAME,DESTINATION_DIST_NAME,INDIVIDUALS,MALE,FEMALE,
#country,#date+occurred,#admin1+name+x_origin,#admin2+name+x_origin,#admin1+name+x_destination,#admin2+name+x_destination,#affected+displaced+all,#affected+displaced+m,#affected+displaced+f,
Pakistan,07-Aug-18,Kunduz,Kunduz,Kunduz,Kunduz,4,1,3,
Pakistan,07-Aug-18,Laghman,Alingar,Parwan,Charikar,4,1,3,
Pakistan,07-Aug-18,Logar,Azra,Kabul,Kabul,5,3,2,
Pakistan,07-Aug-18,Logar,Mohammadagha,Logar,Mohammadagha,23,10,13,
Pakistan,07-Aug-18,Logar,Mohammadagha,Nangarhar,Jalalabad,2,2,0,
Pakistan,07-Aug-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,7,3,4,
Pakistan,07-Aug-18,Nangarhar,Kama,Nangarhar,Behsud,7,1,6,
Pakistan,07-Aug-18,Nangarhar,Kama,Nangarhar,Kama,2,1,1,
Pakistan,07-Aug-18,Nangarhar,Khogyani,Nangarhar,Jalalabad,1,0,1,
Pakistan,07-Aug-18,Nangarhar,Kot,Nangarhar,Kot,4,1,3,
Pakistan,07-Aug-18,Nangarhar,Surkhrod,Kabul,Kabul,5,2,3,
Pakistan,07-Aug-18,Paktya,Ahmadaba,Paktya,Ahmadaba,1,1,0,
Pakistan,07-Aug-18,Paktya,Gardez,Kabul,Kabul,7,5,2,
Pakistan,07-Aug-18,Paktya,Gardez,Paktya,Gardez,1,1,0,
Pakistan,07-Aug-18,Paktya,Sayedkaram,Paktya,Sayedkaram,4,3,1,
Other,08-Aug-18,Wardak,Maydanshahr,Kabul,Kabul,1,0,1,
Iran,08-Aug-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,4,3,1,
Iran,08-Aug-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0,
Iran,08-Aug-18,Daykundi,Shahrestan,Daykundi,Shahrestan,2,1,1,
Iran,08-Aug-18,Farah,Farah,Farah,Farah,1,0,1,
Iran,08-Aug-18,Faryab,Garziwan,Faryab,Garziwan,1,1,0,
Iran,08-Aug-18,Faryab,Maymana,Faryab,Maymana,1,0,1,
Iran,08-Aug-18,Ghazni,Jaghuri,Herat,Herat,3,1,2,
Iran,08-Aug-18,Ghor,Lal Wa Sarjangal,Kabul,Kabul,1,0,1,
Iran,08-Aug-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Iran,08-Aug-18,Kunduz,Kunduz,Kunduz,Kunduz,1,0,1,
Iran,08-Aug-18,Samangan,Dara-e- Suf-e- Payin,Balkh,Mazar-e-Sharif,1,0,1,
Iran,08-Aug-18,Samangan,Dara-e- Suf-e- Payin,Samangan,Dara-e- Suf-e- Payin,1,0,1,
Pakistan,08-Aug-18,Balkh,Balkh,Kabul,Kabul,1,1,0,
Pakistan,08-Aug-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,2,1,1,
Pakistan,08-Aug-18,Jawzjan,Shiberghan,Jawzjan,Aqcha,1,0,1,
Pakistan,08-Aug-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,3,2,1,
Pakistan,08-Aug-18,Kunar,Dara-e-Pech,Nangarhar,Jalalabad,1,0,1,
Pakistan,08-Aug-18,Logar,Mohammadagha,Logar,Mohammadagha,2,2,0,
Pakistan,08-Aug-18,Nangarhar,Dara-e-Nur,Nangarhar,Dara-e-Nur,21,12,9,
Pakistan,08-Aug-18,Paktya,Alikhel (Jaji),Kabul,Kabul,10,6,4,
Pakistan,08-Aug-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,8,2,6,
Pakistan,08-Aug-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sayad,8,3,5,
Pakistan,08-Aug-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sar-e-Pul,10,2,8,
Pakistan,08-Aug-18,Takhar,Khwajabahawuddin,Takhar,Khwajabahawuddin,2,2,0,
Iran,09-Aug-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,1,1,0,
Iran,09-Aug-18,Bamyan,Panjab,Kabul,Kabul,1,1,0,
Iran,09-Aug-18,Bamyan,Waras,Bamyan,Waras,1,0,1,
Iran,09-Aug-18,Bamyan,Waras,Kabul,Kabul,1,1,0,
Iran,09-Aug-18,Daykundi,Khadir,Daykundi,Khadir,1,1,0,
Iran,09-Aug-18,Daykundi,Khadir,Kabul,Kabul,1,1,0,
Iran,09-Aug-18,Daykundi,Sang-e-Takht,Daykundi,Sang-e-Takht,1,0,1,
Iran,09-Aug-18,Daykundi,Shahrestan,Herat,Herat,1,1,0,
Iran,09-Aug-18,Daykundi,Shahrestan,Kabul,Kabul,1,1,0,
Iran,09-Aug-18,Farah,Farah,Kabul,Kabul,1,1,0,
Iran,09-Aug-18,Ghazni,Ghazni,Kabul,Kabul,1,0,1,
Iran,09-Aug-18,Ghazni,Jaghuri,Herat,Herat,2,1,1,
Iran,09-Aug-18,Ghazni,Malestan,Ghazni,Malestan,1,1,0,
Iran,09-Aug-18,Ghor,Lal Wa Sarjangal,Ghazni,Ghazni,1,0,1,
Iran,09-Aug-18,Herat,Herat,Herat,Herat,1,1,0,
Iran,09-Aug-18,Jawzjan,Qushtepa,Balkh,Mazar-e-Sharif,1,1,0,
Iran,09-Aug-18,Kabul,Kabul,Kabul,Kabul,1,1,0,
Iran,09-Aug-18,Sar-e-Pul,Balkhab,Sar-e-Pul,Balkhab,1,1,0,
Iran,09-Aug-18,Takhar,Hazarsumuch,Takhar,Hazarsumuch,1,0,1,
Pakistan,09-Aug-18,Faryab,Shirintagab,Faryab,Shirintagab,6,6,0,
Pakistan,09-Aug-18,Kabul,Kabul,Kabul,Kabul,6,3,3,
Pakistan,09-Aug-18,Kandahar,Arghandab,Kandahar,Kandahar,7,5,2,
Pakistan,09-Aug-18,Kandahar,Kandahar,Kandahar,Kandahar,5,4,1,
Pakistan,09-Aug-18,Khost,Mandozayi,Khost,Mandozayi,4,2,2,
Pakistan,09-Aug-18,Logar,Azra,Logar,Azra,1,1,0,
Pakistan,09-Aug-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,6,3,3,
Iran,10-Aug-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,4,2,2,
Iran,10-Aug-18,Daykundi,Shahrestan,Kabul,Kabul,1,0,1,
Pakistan,10-Aug-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,5,3,2,
Pakistan,10-Aug-18,Kunar,Chawkay,Kabul,Kabul,8,3,5,
Pakistan,10-Aug-18,Paktya,Sayedkaram,Baghlan,Pul-e- khumri,3,0,3,
Pakistan,11-Aug-18,Balkh,Balkh,Balkh,Balkh,7,3,4,
Pakistan,11-Aug-18,Paktya,Gardez,Paktya,Sayedkaram,1,1,0,
Pakistan,11-Aug-18,Paktya,Sayedkaram,Paktya,Sayedkaram,6,3,3,
Pakistan,11-Aug-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,3,1,2,
Pakistan,11-Aug-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,5,3,2,
Iran,12-Aug-18,Baghlan,Pul-e- khumri,Kabul,Kabul,1,0,1,
Iran,12-Aug-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,2,2,0,
Iran,12-Aug-18,Balkh,Sholgareh,Balkh,Mazar-e-Sharif,1,0,1,
Iran,12-Aug-18,Daykundi,Khadir,Kabul,Kabul,2,0,2,
Iran,12-Aug-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,12-Aug-18,Herat,Herat,Kabul,Kabul,1,0,1,
Iran,12-Aug-18,Kunduz,Kunduz,Kunduz,Kunduz,1,0,1,
Iran,12-Aug-18,Laghman,Alingar,Herat,Herat,1,1,0,
Iran,12-Aug-18,Laghman,Alingar,Laghman,Alingar,1,1,0,
Iran,12-Aug-18,Parwan,Charikar,Herat,Herat,1,1,0,
Iran,12-Aug-18,Parwan,Surkh-e- Parsa,Parwan,Surkh-e- Parsa,2,2,0,
Pakistan,12-Aug-18,Baghlan,Dahana-e-Ghori,Baghlan,Dahana-e-Ghori,3,1,2,
Pakistan,12-Aug-18,Kunar,Chapadara,Nangarhar,Surkhrod,7,5,2,
Pakistan,12-Aug-18,Laghman,Mehtarlam,Laghman,Mehtarlam,9,4,5,
Pakistan,12-Aug-18,Nangarhar,Hesarak,Nangarhar,Hesarak,1,0,1,
Pakistan,12-Aug-18,Nangarhar,Muhmand Dara,Nangarhar,Muhmand Dara,4,2,2,
Pakistan,12-Aug-18,Nangarhar,Shinwar,Nangarhar,Shinwar,9,6,3,
Pakistan,12-Aug-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,6,1,5,
Pakistan,12-Aug-18,Wardak,Maydanshahr,Zabul,Qalat,3,0,3,
Iran,13-Aug-18,Bamyan,Waras,Kabul,Kabul,1,1,0,
Iran,13-Aug-18,Daykundi,Khadir,Kabul,Kabul,1,1,0,
Iran,13-Aug-18,Daykundi,Nili,Kabul,Kabul,1,1,0,
Iran,13-Aug-18,Faryab,Maymana,Faryab,Maymana,1,1,0,
Iran,13-Aug-18,Ghazni,Qarabagh,Kabul,Kabul,1,0,1,
Iran,13-Aug-18,Kabul,Kabul,Kabul,Kabul,2,2,0,
Iran,13-Aug-18,Kunduz,Chardarah,Kunduz,Chardarah,6,4,2,
Iran,13-Aug-18,Logar,Barakibarak,Kabul,Kabul,1,1,0,
Iran,13-Aug-18,Sar-e-Pul,Sar-e-Pul,Herat,Herat,1,0,1,
Iran,13-Aug-18,Uruzgan,Khasuruzgan,Kabul,Kabul,1,0,1,
Pakistan,13-Aug-18,Kunar,Shigal Wa sheltan,Nangarhar,Behsud,5,2,3,
Pakistan,13-Aug-18,Logar,Azra,Nangarhar,Behsud,5,3,2,
Iran,14-Aug-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,1,0,1,
Iran,14-Aug-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0,
Iran,14-Aug-18,Bamyan,Bamyan,Kabul,Kabul,2,0,2,
Iran,14-Aug-18,Bamyan,Panjab,Kabul,Kabul,1,0,1,
Iran,14-Aug-18,Bamyan,Waras,Kabul,Kabul,2,1,1,
Iran,14-Aug-18,Bamyan,Yakawlang,Kabul,Kabul,1,1,0,
Iran,14-Aug-18,Daykundi,Sang-e-Takht,Kabul,Kabul,1,0,1,
Iran,14-Aug-18,Ghazni,Ghazni,Herat,Herat,1,0,1,
Iran,14-Aug-18,Ghazni,Qarabagh,Kabul,Kabul,1,0,1,
Iran,14-Aug-18,Kabul,Kabul,Herat,Herat,1,1,0,
Iran,14-Aug-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Iran,14-Aug-18,Laghman,Mehtarlam,Laghman,Mehtarlam,5,2,3,
Iran,14-Aug-18,Samangan,Dara-e- Suf-e- Payin,Kabul,Kabul,2,0,2,
Iran,14-Aug-18,Uruzgan,Tirinkot,Kabul,Kabul,1,0,1,
Iran,14-Aug-18,Wardak,Hesa-e- Awal-e- Behsud,Kabul,Kabul,1,0,1,
Pakistan,14-Aug-18,Khost,Khost(Matun),Khost,Khost(Matun),10,6,4,
Pakistan,14-Aug-18,Logar,Azra,Logar,Azra,5,1,4,
Pakistan,14-Aug-18,Logar,Mohammadagha,Nangarhar,Behsud,2,0,2,
Pakistan,14-Aug-18,Nangarhar,Khogyani,Nangarhar,Behsud,15,7,8,
Pakistan,14-Aug-18,Nangarhar,Muhmand Dara,Kabul,Bagrami,6,1,5,
Pakistan,14-Aug-18,Nangarhar,Muhmand Dara,Kabul,Kabul,1,1,0,
Pakistan,14-Aug-18,Paktya,Ahmadaba,Paktya,Ahmadaba,3,3,0,
Pakistan,14-Aug-18,Paktya,Alikhel (Jaji),Kabul,Bagrami,6,3,3,
Pakistan,14-Aug-18,Paktya,Lija Ahmad Khel,Kabul,Bagrami,1,0,1,
Iran,15-Aug-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,0,1,
Iran,15-Aug-18,Bamyan,Bamyan,Kabul,Kabul,1,0,1,
Iran,15-Aug-18,Bamyan,Yakawlang,Bamyan,Yakawlang,1,1,0,
Iran,15-Aug-18,Bamyan,Yakawlang,Kabul,Kabul,2,0,2,
Iran,15-Aug-18,Daykundi,Miramor,Daykundi,Miramor,3,2,1,
Iran,15-Aug-18,Ghazni,Jaghuri,Herat,Herat,1,0,1,
Iran,15-Aug-18,Ghazni,Jaghuri,Kabul,Kabul,1,1,0,
Iran,15-Aug-18,Ghazni,Qarabagh,Herat,Herat,1,1,0,
Iran,15-Aug-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,15-Aug-18,Kabul,Kabul,Kabul,Kabul,3,1,2,
Iran,15-Aug-18,Kunduz,Emamsaheb,Kunduz,Kunduz,8,4,4,
Iran,15-Aug-18,Paktya,Gardez,Herat,Herat,2,1,1,
Iran,15-Aug-18,Parwan,Salang,Parwan,Salang,1,1,0,
Iran,15-Aug-18,Samangan,Dara-e- Suf-e- Payin,Samangan,Dara-e- Suf-e- Payin,1,1,0,
Iran,15-Aug-18,Sar-e-Pul,Sancharak(sangchark),Herat,Herat,1,1,0,
Other,16-Aug-18,Balkh,Mazar-e-Sharif,Ghazni,Ghazni,2,1,1,
Other,16-Aug-18,Wardak,Maydanshahr,Kabul,Kabul,1,0,1,
Iran,16-Aug-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,0,1,
Iran,16-Aug-18,Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0,
Iran,16-Aug-18,Bamyan,Waras,Herat,Herat,1,1,0,
Iran,16-Aug-18,Bamyan,Yakawlang,Bamyan,Yakawlang,1,0,1,
Iran,16-Aug-18,Bamyan,Yakawlang,Kabul,Kabul,1,1,0,
Iran,16-Aug-18,Daykundi,Khadir,Daykundi,Khadir,1,1,0,
Iran,16-Aug-18,Daykundi,Nili,Daykundi,Nili,2,2,0,
Iran,16-Aug-18,Daykundi,Nili,Ghazni,Ghazni,1,1,0,
Iran,16-Aug-18,Ghazni,Qarabagh,Herat,Herat,1,1,0,
Iran,16-Aug-18,Ghor,Lal Wa Sarjangal,Herat,Herat,1,0,1,
Iran,16-Aug-18,Ghor,Lal Wa Sarjangal,Kabul,Kabul,1,0,1,
Iran,16-Aug-18,Herat,Herat,Herat,Herat,1,1,0,
Iran,16-Aug-18,Kabul,Kabul,Herat,Herat,1,0,1,
Iran,16-Aug-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Iran,16-Aug-18,Kapisa,Mahmud-e- Raqi,Kabul,Kabul,1,0,1,
Iran,16-Aug-18,Laghman,Alishang,Laghman,Alishang,2,1,1,
Iran,16-Aug-18,Uruzgan,Tirinkot,Herat,Herat,1,1,0,
Pakistan,16-Aug-18,Kunar,Shigal Wa sheltan,Kunar,Shigal Wa sheltan,14,7,7,
Pakistan,16-Aug-18,Laghman,Qarghayi,Kabul,Kabul,1,1,0,
Pakistan,16-Aug-18,Laghman,Qarghayi,Laghman,Qarghayi,4,1,3,
Pakistan,16-Aug-18,Logar,Azra,Logar,Azra,3,1,2,
Pakistan,16-Aug-18,Nangarhar,Jalalabad,Kabul,Kabul,9,3,6,
Pakistan,16-Aug-18,Nangarhar,Rodat,Nangarhar,Rodat,7,3,4,
Pakistan,16-Aug-18,Paktya,Alikhel (Jaji),Kabul,Kabul,7,5,2,
Pakistan,16-Aug-18,Paktya,Lija Ahmad Khel,Kabul,Kabul,1,0,1,
Pakistan,16-Aug-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,7,3,4,
Iran,17-Aug-18,Takhar,Taloqan,Takhar,Taloqan,1,1,0,
Pakistan,18-Aug-18,Daykundi,Shahrestan,Sar-e-Pul,Sar-e-Pul,1,1,0,
Pakistan,18-Aug-18,Faryab,Shirintagab,Faryab,Shirintagab,4,3,1,
Pakistan,18-Aug-18,Jawzjan,Mingajik,Jawzjan,Mingajik,3,1,2,
Pakistan,18-Aug-18,Jawzjan,Shiberghan,Jawzjan,Aqcha,1,0,1,
Pakistan,18-Aug-18,Jawzjan,Shiberghan,Sar-e-Pul,Sar-e-Pul,1,1,0,
Pakistan,18-Aug-18,Kapisa,Tagab,Kabul,Dehsabz,4,2,2,
Pakistan,18-Aug-18,Logar,Pul-e- Alam,Kabul,Kabul,4,2,2,
Pakistan,18-Aug-18,Paktya,Sayedkaram,Kabul,Kabul,2,1,1,
Pakistan,18-Aug-18,Paktya,Sayedkaram,Paktya,Sayedkaram,7,4,3,
Pakistan,18-Aug-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sayad,4,4,0,
Pakistan,18-Aug-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,6,2,4,
Iran,19-Aug-18,Balkh,Charkent,Herat,Herat,1,1,0,
Iran,19-Aug-18,Bamyan,Panjab,Kabul,Kabul,1,1,0,
Iran,19-Aug-18,Bamyan,Waras,Herat,Herat,1,1,0,
Iran,19-Aug-18,Daykundi,Kajran,Herat,Herat,1,1,0,
Iran,19-Aug-18,Daykundi,Nili,Herat,Herat,1,1,0,
Iran,19-Aug-18,Daykundi,Nili,Kabul,Kabul,1,1,0,
Iran,19-Aug-18,Farah,Farah,Farah,Farah,1,1,0,
Iran,19-Aug-18,Ghazni,Jaghuri,Herat,Herat,1,1,0,
Iran,19-Aug-18,Ghazni,Jaghuri,Kabul,Kabul,1,0,1,
Iran,19-Aug-18,Ghor,Chaghcharan,Herat,Herat,2,1,1,
Iran,19-Aug-18,Herat,Herat,Herat,Herat,2,2,0,
Iran,19-Aug-18,Herat,Herat,Kabul,Kabul,1,0,1,
Iran,19-Aug-18,Sar-e-Pul,Sancharak(sangchark),Balkh,Mazar-e-Sharif,1,1,0,
Iran,20-Aug-18,Baghlan,Dahana-e-Ghori,Baghlan,Dahana-e-Ghori,1,1,0,
Iran,20-Aug-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,1,1,0,
Iran,20-Aug-18,Bamyan,Panjab,Bamyan,Panjab,1,1,0,
Iran,20-Aug-18,Bamyan,Yakawlang,Kabul,Kabul,1,0,1,
Iran,20-Aug-18,Daykundi,Ashtarlay,Daykundi,Ashtarlay,1,1,0,
Iran,20-Aug-18,Daykundi,Ashtarlay,Kabul,Kabul,1,0,1,
Iran,20-Aug-18,Daykundi,Nili,Herat,Herat,1,1,0,
Iran,20-Aug-18,Daykundi,Nili,Kabul,Kabul,1,1,0,
Iran,20-Aug-18,Daykundi,Shahrestan,Herat,Herat,2,2,0,
Iran,20-Aug-18,Ghazni,Ghazni,Herat,Herat,1,1,0,
Iran,20-Aug-18,Ghazni,Jaghuri,Kabul,Kabul,1,0,1,
Iran,20-Aug-18,Ghazni,Malestan,Kabul,Kabul,1,0,1,
Iran,20-Aug-18,Ghazni,Qarabagh,Herat,Herat,1,1,0,
Iran,20-Aug-18,Ghazni,Qarabagh,Kabul,Kabul,4,1,3,
Iran,20-Aug-18,Ghor,Lal Wa Sarjangal,Kabul,Kabul,1,0,1,
Iran,20-Aug-18,Herat,Herat,Herat,Herat,2,2,0,
Iran,20-Aug-18,Kabul,Kabul,Herat,Herat,1,1,0,
Iran,20-Aug-18,Samangan,Dara-e- Suf-e- Payin,Herat,Herat,1,1,0,
Iran,20-Aug-18,Sar-e-Pul,Gosfandi,Herat,Herat,2,2,0,
Iran,20-Aug-18,Sar-e-Pul,Sar-e-Pul,Kabul,Kabul,1,1,0,
Iran,20-Aug-18,Wardak,Maydanshahr,Herat,Herat,1,1,0,
Iran,22-Aug-18,Parwan,Bagram,Parwan,Bagram,1,0,1,
Iran,22-Aug-18,Takhar,Warsaj,Takhar,Warsaj,1,0,1,
Iran,23-Aug-18,Balkh,Mazar-e-Sharif,Herat,Herat,1,0,1,
Iran,23-Aug-18,Bamyan,Panjab,Bamyan,Panjab,4,2,2,
Iran,23-Aug-18,Kapisa,Hisa-e- Duwum-e- Kohestan,Kabul,Kabul,5,3,2,
Iran,23-Aug-18,Sar-e-Pul,Sar-e-Pul,Herat,Herat,2,1,1,
Iran,26-Aug-18,Bamyan,Yakawlang,Kabul,Kabul,1,0,1,
Iran,26-Aug-18,Daykundi,Ashtarlay,Daykundi,Ashtarlay,6,4,2,
Iran,26-Aug-18,Ghazni,Jaghuri,Herat,Herat,1,1,0,
Iran,26-Aug-18,Ghazni,Jaghuri,Kabul,Kabul,1,1,0,
Iran,26-Aug-18,Herat,Herat,Herat,Herat,3,1,2,
Pakistan,26-Aug-18,Kunar,Chapadara,Kunar,Chapadara,4,1,3,
Pakistan,26-Aug-18,Kunar,Dara-e-Pech,Nangarhar,Behsud,5,4,1,
Pakistan,26-Aug-18,Kunar,Shigal Wa sheltan,Kunar,Shigal Wa sheltan,2,0,2,
Pakistan,26-Aug-18,Nangarhar,Achin,Nangarhar,Shinwar,4,0,4,
Pakistan,26-Aug-18,Nangarhar,Dehbala,Nangarhar,Behsud,11,4,7,
Pakistan,26-Aug-18,Nangarhar,Rodat,Nangarhar,Rodat,1,1,0,
Iran,27-Aug-18,Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0,
Iran,27-Aug-18,Bamyan,Waras,Kabul,Kabul,1,1,0,
Iran,27-Aug-18,Bamyan,Yakawlang,Bamyan,Yakawlang,1,1,0,
Iran,27-Aug-18,Daykundi,Nili,Kabul,Kabul,1,1,0,
Iran,27-Aug-18,Kabul,Kabul,Kabul,Kabul,3,1,2,
Iran,27-Aug-18,Kandahar,Kandahar,Kabul,Kabul,1,0,1,
Iran,27-Aug-18,Wardak,Hesa-e- Awal-e- Behsud,Kabul,Kabul,5,4,1,
Iran,27-Aug-18,Wardak,Markaz-e-Behsud,Kabul,Kabul,1,1,0,
Iran,28-Aug-18,Badakhshan,Fayzabad,Badakhshan,Fayzabad,1,1,0,
Iran,28-Aug-18,Baghlan,Dahana-e-Ghori,Baghlan,Pul-e- khumri,1,0,1,
Iran,28-Aug-18,Balkh,Charkent,Balkh,Mazar-e-Sharif,1,1,0,
Iran,28-Aug-18,Balkh,Mazar-e-Sharif,Bamyan,Bamyan,1,1,0,
Iran,28-Aug-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,1,0,1,
Iran,28-Aug-18,Bamyan,Waras,Bamyan,Waras,1,0,1,
Iran,28-Aug-18,Bamyan,Waras,Kabul,Kabul,3,2,1,
Iran,28-Aug-18,Daykundi,Khadir,Kabul,Kabul,1,0,1,
Iran,28-Aug-18,Daykundi,Nili,Kabul,Kabul,2,0,2,
Iran,28-Aug-18,Daykundi,Shahrestan,Daykundi,Shahrestan,2,0,2,
Iran,28-Aug-18,Daykundi,Shahrestan,Kabul,Kabul,1,0,1,
Iran,28-Aug-18,Ghazni,Ghazni,Bamyan,Bamyan,1,0,1,
Iran,28-Aug-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Iran,28-Aug-18,Samangan,Dara-e- Suf-e- Payin,Kabul,Kabul,1,1,0,
Iran,28-Aug-18,Sar-e-Pul,Sancharak(sangchark),Sar-e-Pul,Sancharak(sangchark),1,0,1,
Pakistan,28-Aug-18,Kabul,Bagrami,Kabul,Bagrami,15,8,7,
Pakistan,28-Aug-18,Kabul,Shakardara,Kabul,Shakardara,9,7,2,
Pakistan,28-Aug-18,Kunar,Chapadara,Nangarhar,Rodat,3,1,2,
Pakistan,28-Aug-18,Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,9,6,3,
Pakistan,28-Aug-18,Logar,Mohammadagha,Logar,Mohammadagha,1,1,0,
Pakistan,28-Aug-18,Logar,Pul-e- Alam,Kabul,Chaharasyab,6,3,3,
Pakistan,28-Aug-18,Nangarhar,Batikot,Nangarhar,Rodat,5,2,3,
Pakistan,28-Aug-18,Nangarhar,Khogyani,Kabul,Shakardara,2,1,1,
Pakistan,28-Aug-18,Nangarhar,Surkhrod,Nangarhar,Surkhrod,4,3,1,
Pakistan,28-Aug-18,Paktya,Ahmadaba,Paktya,Alikhel (Jaji),1,1,0,
Pakistan,28-Aug-18,Paktya,Alikhel (Jaji),Paktya,Alikhel (Jaji),20,7,13,
Iran,29-Aug-18,Bamyan,Panjab,Kabul,Kabul,1,1,0,
Iran,29-Aug-18,Bamyan,Waras,Kabul,Kabul,1,0,1,
Iran,29-Aug-18,Bamyan,Yakawlang,Kabul,Kabul,8,2,6,
Iran,29-Aug-18,Ghazni,Ghazni,Kabul,Kabul,1,1,0,
Iran,29-Aug-18,Ghazni,Jaghuri,Balkh,Mazar-e-Sharif,1,0,1,
Iran,29-Aug-18,Kandahar,Kandahar,Kandahar,Kandahar,1,0,1,
Iran,29-Aug-18,Kapisa,Kohband,Kapisa,Kohband,1,1,0,
Iran,29-Aug-18,Kunduz,Kunduz,Kabul,Kabul,1,1,0,
Iran,29-Aug-18,Samangan,Dara-e Suf-e-Bala,Balkh,Mazar-e-Sharif,1,0,1,
Pakistan,29-Aug-18,Baghlan,Pul-e- khumri,Kabul,Bagrami,5,3,2,
Pakistan,29-Aug-18,Jawzjan,Aqcha,Jawzjan,Aqcha,7,3,4,
Pakistan,29-Aug-18,Kabul,Guldara,Laghman,Qarghayi,1,1,0,
Pakistan,29-Aug-18,Kunduz,Kunduz,Kunduz,Kunduz,5,3,2,
Pakistan,29-Aug-18,Laghman,Qarghayi,Laghman,Qarghayi,1,0,1,
Pakistan,29-Aug-18,Nangarhar,Chaparhar,Nangarhar,Chaparhar,10,5,5,
Pakistan,29-Aug-18,Paktya,Gardez,Paktya,Gardez,6,1,5,
Pakistan,29-Aug-18,Sar-e-Pul,Sayad,Hilmand,Lashkargah,5,4,1,
Iran,30-Aug-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0,
Iran,30-Aug-18,Ghazni,Ghazni,Kabul,Kabul,1,0,1,
Iran,30-Aug-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,30-Aug-18,Kunduz,Kunduz,Kabul,Kabul,1,0,1,
Iran,30-Aug-18,Samangan,Dara-e- Suf-e- Payin,Balkh,Mazar-e-Sharif,1,1,0,
Iran,30-Aug-18,Zabul,Shinkay,Zabul,Shinkay,1,1,0,
Iran,01-Sep-18,Bamyan,Bamyan,Kabul,Kabul,1,0,1,
Iran,01-Sep-18,Daykundi,Khadir,Kabul,Kabul,1,0,1,
Iran,01-Sep-18,Daykundi,Nili,Kabul,Kabul,1,0,1,
Iran,01-Sep-18,Kabul,Kabul,Kabul,Kabul,2,1,1,
Iran,01-Sep-18,Panjsher,Khenj (Hes-e- Awal),Kabul,Kabul,1,0,1,
Iran,01-Sep-18,Takhar,Taloqan,Kabul,Kabul,1,0,1,
Pakistan,01-Sep-18,Kandahar,Kandahar,Kandahar,Kandahar,8,5,3,
Pakistan,01-Sep-18,Paktya,Zurmat,Paktya,Zurmat,1,1,0,
Pakistan,01-Sep-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,5,2,3,
Pakistan,01-Sep-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,8,3,5,
Iran,02-Sep-18,Bamyan,Bamyan,Herat,Herat,1,0,1,
Iran,02-Sep-18,Bamyan,Yakawlang,Bamyan,Yakawlang,1,1,0,
Iran,02-Sep-18,Daykundi,Sang-e-Takht,Herat,Herat,1,0,1,
Iran,02-Sep-18,Parwan,Surkh-e- Parsa,Kabul,Kabul,1,0,1,
Iran,02-Sep-18,Uruzgan,Khasuruzgan,Herat,Herat,1,1,0,
Iran,02-Sep-18,Uruzgan,Khasuruzgan,Uruzgan,Khasuruzgan,1,1,0,
